"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed May 14 11:59:08 GMT 2025","Wed May 14 11:59:08 GMT 2025","1","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"passed","Wed May 14 11:59:10 GMT 2025","Wed May 14 11:59:10 GMT 2025","93","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Wed May 14 11:54:09 GMT 2025","Wed May 14 11:54:15 GMT 2025","5299","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Wed May 14 11:51:12 GMT 2025","Wed May 14 11:51:31 GMT 2025","18621","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Wed May 14 11:51:32 GMT 2025","Wed May 14 11:51:34 GMT 2025","2672","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Wed May 14 11:54:02 GMT 2025","Wed May 14 11:54:09 GMT 2025","6623","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"failed","Wed May 14 11:53:50 GMT 2025","Wed May 14 11:54:02 GMT 2025","12154","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"failed","Wed May 14 11:56:02 GMT 2025","Wed May 14 11:57:40 GMT 2025","98206","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Wed May 14 11:51:38 GMT 2025","Wed May 14 11:51:44 GMT 2025","6581","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"broken","Wed May 14 11:52:57 GMT 2025","Wed May 14 11:53:27 GMT 2025","30580","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"failed","Wed May 14 11:53:28 GMT 2025","Wed May 14 11:53:36 GMT 2025","8226","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"broken","Wed May 14 11:58:24 GMT 2025","Wed May 14 11:59:08 GMT 2025","43514","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"passed","Wed May 14 11:51:45 GMT 2025","Wed May 14 11:51:49 GMT 2025","3746","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Wed May 14 11:51:36 GMT 2025","Wed May 14 11:51:38 GMT 2025","1291","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Wed May 14 11:52:15 GMT 2025","Wed May 14 11:52:22 GMT 2025","6794","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"failed","Wed May 14 11:52:35 GMT 2025","Wed May 14 11:52:47 GMT 2025","11802","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed May 14 11:52:48 GMT 2025","Wed May 14 11:52:56 GMT 2025","8368","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"skipped","Wed May 14 11:59:09 GMT 2025","Wed May 14 11:59:09 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
"passed","Wed May 14 11:51:35 GMT 2025","Wed May 14 11:51:36 GMT 2025","1463","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Wed May 14 11:59:09 GMT 2025","Wed May 14 11:59:10 GMT 2025","998","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
