"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 10 04:27:47 GMT 2025","Mon Mar 10 04:27:53 GMT 2025","5318","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"failed","Mon Mar 10 04:28:44 GMT 2025","Mon Mar 10 04:28:51 GMT 2025","6699","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Mon Mar 10 04:27:22 GMT 2025","Mon Mar 10 04:27:23 GMT 2025","1353","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Mon Mar 10 04:27:23 GMT 2025","Mon Mar 10 04:27:29 GMT 2025","5768","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Mon Mar 10 04:27:42 GMT 2025","Mon Mar 10 04:27:47 GMT 2025","4511","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"failed","Mon Mar 10 04:31:00 GMT 2025","Mon Mar 10 04:31:53 GMT 2025","53245","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Mon Mar 10 04:27:30 GMT 2025","Mon Mar 10 04:27:33 GMT 2025","3238","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Mon Mar 10 04:27:20 GMT 2025","Mon Mar 10 04:27:21 GMT 2025","1878","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Mon Mar 10 04:28:51 GMT 2025","Mon Mar 10 04:28:57 GMT 2025","5756","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon Mar 10 04:27:33 GMT 2025","Mon Mar 10 04:27:42 GMT 2025","8661","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Mon Mar 10 04:31:54 GMT 2025","Mon Mar 10 04:31:55 GMT 2025","653","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"failed","Mon Mar 10 04:31:55 GMT 2025","Mon Mar 10 04:31:55 GMT 2025","92","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Mon Mar 10 04:26:55 GMT 2025","Mon Mar 10 04:27:16 GMT 2025","20984","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Mon Mar 10 04:27:53 GMT 2025","Mon Mar 10 04:28:05 GMT 2025","11742","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Mon Mar 10 04:30:12 GMT 2025","Mon Mar 10 04:30:17 GMT 2025","4770","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"failed","Mon Mar 10 04:29:30 GMT 2025","Mon Mar 10 04:29:39 GMT 2025","9121","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Mon Mar 10 04:27:17 GMT 2025","Mon Mar 10 04:27:19 GMT 2025","2685","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
