"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 14 13:27:00 GMT 2025","Fri Mar 14 13:27:08 GMT 2025","7662","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Fri Mar 14 13:27:35 GMT 2025","Fri Mar 14 13:27:41 GMT 2025","6205","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Fri Mar 14 13:26:09 GMT 2025","Fri Mar 14 13:26:18 GMT 2025","8412","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Fri Mar 14 13:25:56 GMT 2025","Fri Mar 14 13:25:58 GMT 2025","1840","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Fri Mar 14 13:29:48 GMT 2025","Fri Mar 14 13:29:48 GMT 2025","479","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Fri Mar 14 13:27:25 GMT 2025","Fri Mar 14 13:27:35 GMT 2025","9141","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"failed","Fri Mar 14 13:29:48 GMT 2025","Fri Mar 14 13:29:48 GMT 2025","66","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Fri Mar 14 13:25:58 GMT 2025","Fri Mar 14 13:25:59 GMT 2025","1238","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"failed","Fri Mar 14 13:27:17 GMT 2025","Fri Mar 14 13:27:25 GMT 2025","8648","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"failed","Fri Mar 14 13:28:51 GMT 2025","Fri Mar 14 13:29:47 GMT 2025","56256","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Fri Mar 14 13:25:59 GMT 2025","Fri Mar 14 13:26:05 GMT 2025","5912","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"failed","Fri Mar 14 13:27:08 GMT 2025","Fri Mar 14 13:27:16 GMT 2025","8203","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Fri Mar 14 13:26:18 GMT 2025","Fri Mar 14 13:26:25 GMT 2025","7018","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Fri Mar 14 13:26:06 GMT 2025","Fri Mar 14 13:26:09 GMT 2025","3616","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Fri Mar 14 13:25:38 GMT 2025","Fri Mar 14 13:25:51 GMT 2025","12862","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Fri Mar 14 13:27:42 GMT 2025","Fri Mar 14 13:27:47 GMT 2025","5675","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Fri Mar 14 13:25:52 GMT 2025","Fri Mar 14 13:25:55 GMT 2025","3627","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
