"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 16 14:12:15 GMT 2025","Fri May 16 14:12:16 GMT 2025","1325","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Fri May 16 14:12:17 GMT 2025","Fri May 16 14:12:18 GMT 2025","968","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"failed","Fri May 16 14:15:30 GMT 2025","Fri May 16 14:17:16 GMT 2025","106599","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"skipped","Fri May 16 14:19:43 GMT 2025","Fri May 16 14:19:43 GMT 2025","1","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"passed","Fri May 16 14:12:34 GMT 2025","Fri May 16 14:12:41 GMT 2025","7449","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Fri May 16 14:12:42 GMT 2025","Fri May 16 14:12:49 GMT 2025","6725","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Fri May 16 14:14:08 GMT 2025","Fri May 16 14:14:14 GMT 2025","6787","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Fri May 16 14:12:49 GMT 2025","Fri May 16 14:12:56 GMT 2025","6630","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"broken","Fri May 16 14:12:56 GMT 2025","Fri May 16 14:13:38 GMT 2025","41911","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Fri May 16 14:12:31 GMT 2025","Fri May 16 14:12:34 GMT 2025","3056","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Fri May 16 14:19:45 GMT 2025","Fri May 16 14:19:45 GMT 2025","89","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Fri May 16 14:11:34 GMT 2025","Fri May 16 14:11:51 GMT 2025","16830","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"failed","Fri May 16 14:18:29 GMT 2025","Fri May 16 14:19:42 GMT 2025","73300","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"failed","Fri May 16 14:13:53 GMT 2025","Fri May 16 14:14:07 GMT 2025","13813","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Fri May 16 14:12:26 GMT 2025","Fri May 16 14:12:30 GMT 2025","4865","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Fri May 16 14:14:49 GMT 2025","Fri May 16 14:14:55 GMT 2025","5853","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Fri May 16 14:13:39 GMT 2025","Fri May 16 14:13:53 GMT 2025","14217","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Fri May 16 14:19:43 GMT 2025","Fri May 16 14:19:45 GMT 2025","2360","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Fri May 16 14:12:12 GMT 2025","Fri May 16 14:12:15 GMT 2025","2421","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"skipped","Fri May 16 14:19:43 GMT 2025","Fri May 16 14:19:43 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
