"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 05 08:42:17 GMT 2025","Wed Mar 05 08:42:21 GMT 2025","4416","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Wed Mar 05 08:40:33 GMT 2025","Wed Mar 05 08:40:39 GMT 2025","5863","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Wed Mar 05 08:39:54 GMT 2025","Wed Mar 05 08:39:57 GMT 2025","3037","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"failed","Wed Mar 05 08:41:30 GMT 2025","Wed Mar 05 08:41:37 GMT 2025","7150","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Wed Mar 05 08:40:27 GMT 2025","Wed Mar 05 08:40:33 GMT 2025","5730","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed Mar 05 08:39:50 GMT 2025","Wed Mar 05 08:39:54 GMT 2025","3845","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"broken","Wed Mar 05 08:42:57 GMT 2025","Wed Mar 05 08:43:40 GMT 2025","43512","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Wed Mar 05 08:42:10 GMT 2025","Wed Mar 05 08:42:16 GMT 2025","5834","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed Mar 05 08:39:45 GMT 2025","Wed Mar 05 08:39:47 GMT 2025","2291","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Wed Mar 05 08:40:39 GMT 2025","Wed Mar 05 08:40:51 GMT 2025","12000","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Wed Mar 05 08:39:47 GMT 2025","Wed Mar 05 08:39:49 GMT 2025","1181","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"broken","Wed Mar 05 08:39:42 GMT 2025","Wed Mar 05 08:39:44 GMT 2025","1980","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Wed Mar 05 08:42:21 GMT 2025","Wed Mar 05 08:42:26 GMT 2025","4232","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Wed Mar 05 08:40:20 GMT 2025","Wed Mar 05 08:40:26 GMT 2025","6216","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Wed Mar 05 08:39:49 GMT 2025","Wed Mar 05 08:39:50 GMT 2025","888","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
