"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 21 17:09:54 GMT 2025","Fri Feb 21 17:10:01 GMT 2025","7016","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Fri Feb 21 17:08:43 GMT 2025","Fri Feb 21 17:08:44 GMT 2025","1477","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Fri Feb 21 17:08:46 GMT 2025","Fri Feb 21 17:08:50 GMT 2025","4692","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Fri Feb 21 17:08:44 GMT 2025","Fri Feb 21 17:08:46 GMT 2025","1114","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Fri Feb 21 17:09:08 GMT 2025","Fri Feb 21 17:09:14 GMT 2025","5794","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Fri Feb 21 17:12:00 GMT 2025","Fri Feb 21 17:12:43 GMT 2025","43205","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Fri Feb 21 17:08:55 GMT 2025","Fri Feb 21 17:09:02 GMT 2025","6753","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Fri Feb 21 17:08:27 GMT 2025","Fri Feb 21 17:08:39 GMT 2025","12307","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Fri Feb 21 17:09:02 GMT 2025","Fri Feb 21 17:09:08 GMT 2025","5501","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"broken","Fri Feb 21 17:11:09 GMT 2025","Fri Feb 21 17:11:13 GMT 2025","4027","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"broken","Fri Feb 21 17:11:23 GMT 2025","Fri Feb 21 17:11:56 GMT 2025","33290","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"failed","Fri Feb 21 17:10:54 GMT 2025","Fri Feb 21 17:11:04 GMT 2025","9558","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Fri Feb 21 17:08:51 GMT 2025","Fri Feb 21 17:08:55 GMT 2025","3779","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Fri Feb 21 17:08:40 GMT 2025","Fri Feb 21 17:08:42 GMT 2025","2696","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Fri Feb 21 17:10:34 GMT 2025","Fri Feb 21 17:10:44 GMT 2025","9495","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
