"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 21 17:59:15 GMT 2025","Fri Feb 21 17:59:25 GMT 2025","9606","tests.console","test_console","","","","test_04_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"broken","Fri Feb 21 17:58:35 GMT 2025","Fri Feb 21 17:59:15 GMT 2025","39716","tests.console","test_console","","","","test_03_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Fri Feb 21 17:58:28 GMT 2025","Fri Feb 21 17:58:35 GMT 2025","6790","tests.console","test_console","","","","test_02_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Fri Feb 21 17:58:23 GMT 2025","Fri Feb 21 17:58:27 GMT 2025","4602","tests.console","test_console","","","","test_01_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"broken","Fri Feb 21 17:59:32 GMT 2025","Fri Feb 21 17:59:34 GMT 2025","1806","tests.console","test_console","","","","test_06_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Fri Feb 21 17:57:45 GMT 2025","Fri Feb 21 17:58:01 GMT 2025","16797","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Fri Feb 21 17:58:04 GMT 2025","Fri Feb 21 17:58:05 GMT 2025","849","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Fri Feb 21 17:59:25 GMT 2025","Fri Feb 21 17:59:32 GMT 2025","6261","tests.console","test_console","","","","test_05_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"broken","Fri Feb 21 17:58:02 GMT 2025","Fri Feb 21 17:58:02 GMT 2025","280","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Fri Feb 21 17:58:10 GMT 2025","Fri Feb 21 17:58:14 GMT 2025","4158","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Fri Feb 21 17:58:03 GMT 2025","Fri Feb 21 17:58:04 GMT 2025","1280","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Fri Feb 21 17:59:34 GMT 2025","Fri Feb 21 17:59:39 GMT 2025","4414","tests.console","test_console","","","","test_07_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"broken","Fri Feb 21 17:59:39 GMT 2025","Fri Feb 21 18:00:21 GMT 2025","42280","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Fri Feb 21 17:58:05 GMT 2025","Fri Feb 21 17:58:10 GMT 2025","4587","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Fri Feb 21 17:58:15 GMT 2025","Fri Feb 21 17:58:22 GMT 2025","7652","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
