"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 05 04:35:42 GMT 2025","Mon May 05 04:35:49 GMT 2025","7009","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Mon May 05 04:38:50 GMT 2025","Mon May 05 04:38:50 GMT 2025","77","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"failed","Mon May 05 04:36:03 GMT 2025","Mon May 05 04:36:14 GMT 2025","11444","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon May 05 04:36:37 GMT 2025","Mon May 05 04:36:51 GMT 2025","14256","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Mon May 05 04:36:22 GMT 2025","Mon May 05 04:36:36 GMT 2025","13584","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Mon May 05 04:35:14 GMT 2025","Mon May 05 04:35:18 GMT 2025","3957","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Mon May 05 04:37:24 GMT 2025","Mon May 05 04:37:29 GMT 2025","5367","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"failed","Mon May 05 04:37:04 GMT 2025","Mon May 05 04:37:16 GMT 2025","12214","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon May 05 04:35:05 GMT 2025","Mon May 05 04:35:06 GMT 2025","1692","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Mon May 05 04:35:01 GMT 2025","Mon May 05 04:35:04 GMT 2025","3322","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"broken","Mon May 05 04:38:13 GMT 2025","Mon May 05 04:38:50 GMT 2025","36832","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Mon May 05 04:34:43 GMT 2025","Mon May 05 04:35:00 GMT 2025","17195","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Mon May 05 04:35:08 GMT 2025","Mon May 05 04:35:13 GMT 2025","5054","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Mon May 05 04:36:15 GMT 2025","Mon May 05 04:36:22 GMT 2025","7617","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Mon May 05 04:38:50 GMT 2025","Mon May 05 04:38:50 GMT 2025","360","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Mon May 05 04:37:17 GMT 2025","Mon May 05 04:37:23 GMT 2025","6701","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Mon May 05 04:35:07 GMT 2025","Mon May 05 04:35:08 GMT 2025","1295","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
