"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 19 07:18:38 GMT 2025","Mon May 19 07:18:38 GMT 2025","113","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Mon May 19 07:15:04 GMT 2025","Mon May 19 07:15:12 GMT 2025","7880","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Mon May 19 07:14:17 GMT 2025","Mon May 19 07:14:18 GMT 2025","1172","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Mon May 19 07:14:56 GMT 2025","Mon May 19 07:15:03 GMT 2025","7115","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon May 19 07:14:15 GMT 2025","Mon May 19 07:14:17 GMT 2025","1529","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Mon May 19 07:15:12 GMT 2025","Mon May 19 07:15:28 GMT 2025","15691","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Mon May 19 07:14:23 GMT 2025","Mon May 19 07:14:28 GMT 2025","4085","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"failed","Mon May 19 07:15:43 GMT 2025","Mon May 19 07:15:57 GMT 2025","13739","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon May 19 07:13:35 GMT 2025","Mon May 19 07:13:51 GMT 2025","15511","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Mon May 19 07:18:37 GMT 2025","Mon May 19 07:18:38 GMT 2025","987","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Mon May 19 07:15:28 GMT 2025","Mon May 19 07:15:43 GMT 2025","14176","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"broken","Mon May 19 07:16:46 GMT 2025","Mon May 19 07:17:20 GMT 2025","33683","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Mon May 19 07:14:18 GMT 2025","Mon May 19 07:14:23 GMT 2025","4913","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Mon May 19 07:15:57 GMT 2025","Mon May 19 07:16:04 GMT 2025","6616","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"skipped","Mon May 19 07:18:37 GMT 2025","Mon May 19 07:18:37 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"passed","Mon May 19 07:16:04 GMT 2025","Mon May 19 07:16:10 GMT 2025","5585","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"skipped","Mon May 19 07:18:37 GMT 2025","Mon May 19 07:18:37 GMT 2025","1","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
"passed","Mon May 19 07:14:12 GMT 2025","Mon May 19 07:14:15 GMT 2025","2640","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"broken","Mon May 19 07:18:33 GMT 2025","Mon May 19 07:18:36 GMT 2025","2602","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"passed","Mon May 19 07:14:48 GMT 2025","Mon May 19 07:14:56 GMT 2025","7303","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
