"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 05 10:48:09 GMT 2025","Wed Mar 05 10:48:10 GMT 2025","1095","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Wed Mar 05 10:47:45 GMT 2025","Wed Mar 05 10:48:04 GMT 2025","18365","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"failed","Wed Mar 05 10:49:26 GMT 2025","Wed Mar 05 10:49:33 GMT 2025","7106","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"failed","Wed Mar 05 10:50:42 GMT 2025","Wed Mar 05 10:51:07 GMT 2025","24455","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Wed Mar 05 10:48:04 GMT 2025","Wed Mar 05 10:48:07 GMT 2025","2783","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Wed Mar 05 10:48:07 GMT 2025","Wed Mar 05 10:48:09 GMT 2025","1286","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Wed Mar 05 10:48:58 GMT 2025","Wed Mar 05 10:49:03 GMT 2025","5326","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed Mar 05 10:49:04 GMT 2025","Wed Mar 05 10:49:09 GMT 2025","5721","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"failed","Wed Mar 05 10:51:08 GMT 2025","Wed Mar 05 10:51:08 GMT 2025","77","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Wed Mar 05 10:48:20 GMT 2025","Wed Mar 05 10:48:27 GMT 2025","7325","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"failed","Wed Mar 05 10:49:43 GMT 2025","Wed Mar 05 10:49:52 GMT 2025","9295","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed Mar 05 10:48:10 GMT 2025","Wed Mar 05 10:48:15 GMT 2025","5082","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Wed Mar 05 10:49:52 GMT 2025","Wed Mar 05 10:49:57 GMT 2025","4782","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Wed Mar 05 10:48:16 GMT 2025","Wed Mar 05 10:48:19 GMT 2025","3865","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Wed Mar 05 10:51:08 GMT 2025","Wed Mar 05 10:51:08 GMT 2025","313","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"failed","Wed Mar 05 10:49:10 GMT 2025","Wed Mar 05 10:49:18 GMT 2025","8167","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Wed Mar 05 10:49:57 GMT 2025","Wed Mar 05 10:50:02 GMT 2025","4420","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
