"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 03 04:33:01 GMT 2025","Mon Mar 03 04:33:06 GMT 2025","5087","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Mon Mar 03 04:35:10 GMT 2025","Mon Mar 03 04:35:15 GMT 2025","4356","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"failed","Mon Mar 03 04:34:08 GMT 2025","Mon Mar 03 04:34:15 GMT 2025","7041","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Mon Mar 03 04:33:10 GMT 2025","Mon Mar 03 04:33:17 GMT 2025","7528","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Mon Mar 03 04:33:18 GMT 2025","Mon Mar 03 04:33:22 GMT 2025","4830","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon Mar 03 04:32:54 GMT 2025","Mon Mar 03 04:32:58 GMT 2025","3346","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Mon Mar 03 04:32:59 GMT 2025","Mon Mar 03 04:33:00 GMT 2025","905","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Mon Mar 03 04:32:58 GMT 2025","Mon Mar 03 04:32:59 GMT 2025","1363","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Mon Mar 03 04:33:06 GMT 2025","Mon Mar 03 04:33:09 GMT 2025","3280","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Mon Mar 03 04:34:59 GMT 2025","Mon Mar 03 04:35:05 GMT 2025","5669","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"failed","Mon Mar 03 04:34:52 GMT 2025","Mon Mar 03 04:34:59 GMT 2025","7352","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Mon Mar 03 04:33:23 GMT 2025","Mon Mar 03 04:33:29 GMT 2025","6344","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"failed","Mon Mar 03 04:35:58 GMT 2025","Mon Mar 03 04:36:51 GMT 2025","52757","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Mon Mar 03 04:32:41 GMT 2025","Mon Mar 03 04:32:54 GMT 2025","12246","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Mon Mar 03 04:35:05 GMT 2025","Mon Mar 03 04:35:10 GMT 2025","4691","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
