"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 14 08:53:02 GMT 2025","Wed May 14 08:53:07 GMT 2025","5353","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Wed May 14 08:51:59 GMT 2025","Wed May 14 08:52:07 GMT 2025","7988","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Wed May 14 08:56:35 GMT 2025","Wed May 14 08:56:38 GMT 2025","2660","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"passed","Wed May 14 08:51:32 GMT 2025","Wed May 14 08:51:39 GMT 2025","6491","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"failed","Wed May 14 08:56:57 GMT 2025","Wed May 14 08:57:03 GMT 2025","6274","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
"passed","Wed May 14 08:57:04 GMT 2025","Wed May 14 08:57:04 GMT 2025","67","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Wed May 14 08:51:27 GMT 2025","Wed May 14 08:51:29 GMT 2025","2427","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Wed May 14 08:52:07 GMT 2025","Wed May 14 08:52:23 GMT 2025","15601","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Wed May 14 08:51:02 GMT 2025","Wed May 14 08:51:26 GMT 2025","23654","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Wed May 14 08:57:03 GMT 2025","Wed May 14 08:57:04 GMT 2025","710","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Wed May 14 08:52:24 GMT 2025","Wed May 14 08:52:38 GMT 2025","14214","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"failed","Wed May 14 08:54:55 GMT 2025","Wed May 14 08:56:35 GMT 2025","99890","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Wed May 14 08:51:31 GMT 2025","Wed May 14 08:51:32 GMT 2025","1165","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Wed May 14 08:51:39 GMT 2025","Wed May 14 08:51:43 GMT 2025","3475","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"failed","Wed May 14 08:52:42 GMT 2025","Wed May 14 08:52:55 GMT 2025","13013","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed May 14 08:51:29 GMT 2025","Wed May 14 08:51:31 GMT 2025","1500","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Wed May 14 08:51:43 GMT 2025","Wed May 14 08:51:51 GMT 2025","8075","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Wed May 14 08:52:55 GMT 2025","Wed May 14 08:53:02 GMT 2025","6341","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"failed","Wed May 14 08:56:45 GMT 2025","Wed May 14 08:56:51 GMT 2025","5320","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"passed","Wed May 14 08:51:51 GMT 2025","Wed May 14 08:51:58 GMT 2025","6994","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
