"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 16 14:12:49 GMT 2025","Fri May 16 14:12:54 GMT 2025","5500","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Fri May 16 14:11:13 GMT 2025","Fri May 16 14:11:15 GMT 2025","2020","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Fri May 16 14:11:15 GMT 2025","Fri May 16 14:11:25 GMT 2025","9447","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Fri May 16 14:11:57 GMT 2025","Fri May 16 14:12:13 GMT 2025","16288","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"failed","Fri May 16 14:13:30 GMT 2025","Fri May 16 14:15:11 GMT 2025","100223","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Fri May 16 14:10:59 GMT 2025","Fri May 16 14:11:00 GMT 2025","1783","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"skipped","Fri May 16 14:17:38 GMT 2025","Fri May 16 14:17:38 GMT 2025","3","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"failed","Fri May 16 14:16:24 GMT 2025","Fri May 16 14:17:37 GMT 2025","72890","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"passed","Fri May 16 14:12:42 GMT 2025","Fri May 16 14:12:49 GMT 2025","6534","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Fri May 16 14:11:50 GMT 2025","Fri May 16 14:11:56 GMT 2025","6972","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"failed","Fri May 16 14:12:29 GMT 2025","Fri May 16 14:12:42 GMT 2025","12929","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"skipped","Fri May 16 14:17:38 GMT 2025","Fri May 16 14:17:38 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
"passed","Fri May 16 14:10:41 GMT 2025","Fri May 16 14:10:54 GMT 2025","13048","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Fri May 16 14:10:55 GMT 2025","Fri May 16 14:10:58 GMT 2025","3482","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Fri May 16 14:17:38 GMT 2025","Fri May 16 14:17:40 GMT 2025","1489","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Fri May 16 14:11:03 GMT 2025","Fri May 16 14:11:10 GMT 2025","7702","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Fri May 16 14:12:14 GMT 2025","Fri May 16 14:12:28 GMT 2025","14396","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Fri May 16 14:17:40 GMT 2025","Fri May 16 14:17:40 GMT 2025","99","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Fri May 16 14:11:01 GMT 2025","Fri May 16 14:11:03 GMT 2025","1934","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"failed","Fri May 16 14:11:38 GMT 2025","Fri May 16 14:11:49 GMT 2025","11535","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
