"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 21 04:34:22 GMT 2025","Mon Apr 21 04:34:27 GMT 2025","5128","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Mon Apr 21 04:33:53 GMT 2025","Mon Apr 21 04:34:14 GMT 2025","20857","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Mon Apr 21 04:35:41 GMT 2025","Mon Apr 21 04:35:46 GMT 2025","5522","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Mon Apr 21 04:34:31 GMT 2025","Mon Apr 21 04:34:39 GMT 2025","7496","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Mon Apr 21 04:34:18 GMT 2025","Mon Apr 21 04:34:20 GMT 2025","2053","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Mon Apr 21 04:35:33 GMT 2025","Mon Apr 21 04:35:40 GMT 2025","6684","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Mon Apr 21 04:34:47 GMT 2025","Mon Apr 21 04:34:54 GMT 2025","7214","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"failed","Mon Apr 21 04:37:47 GMT 2025","Mon Apr 21 04:37:48 GMT 2025","101","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"failed","Mon Apr 21 04:36:50 GMT 2025","Mon Apr 21 04:37:46 GMT 2025","55724","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Mon Apr 21 04:35:24 GMT 2025","Mon Apr 21 04:35:33 GMT 2025","8858","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon Apr 21 04:34:28 GMT 2025","Mon Apr 21 04:34:31 GMT 2025","3418","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Mon Apr 21 04:35:09 GMT 2025","Mon Apr 21 04:35:23 GMT 2025","14792","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Mon Apr 21 04:34:15 GMT 2025","Mon Apr 21 04:34:17 GMT 2025","2625","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Mon Apr 21 04:34:20 GMT 2025","Mon Apr 21 04:34:22 GMT 2025","1849","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Mon Apr 21 04:34:39 GMT 2025","Mon Apr 21 04:34:47 GMT 2025","7100","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Mon Apr 21 04:34:55 GMT 2025","Mon Apr 21 04:35:08 GMT 2025","13509","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Mon Apr 21 04:37:47 GMT 2025","Mon Apr 21 04:37:47 GMT 2025","665","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
