"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 21 18:32:10 GMT 2025","Fri Feb 21 18:32:12 GMT 2025","1423","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Fri Feb 21 18:32:41 GMT 2025","Fri Feb 21 18:32:56 GMT 2025","15153","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Fri Feb 21 18:34:03 GMT 2025","Fri Feb 21 18:34:08 GMT 2025","4464","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"failed","Fri Feb 21 18:33:35 GMT 2025","Fri Feb 21 18:33:42 GMT 2025","6930","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Fri Feb 21 18:34:08 GMT 2025","Fri Feb 21 18:34:13 GMT 2025","4687","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Fri Feb 21 18:32:13 GMT 2025","Fri Feb 21 18:32:18 GMT 2025","4812","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Fri Feb 21 18:32:34 GMT 2025","Fri Feb 21 18:32:41 GMT 2025","6292","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"failed","Fri Feb 21 18:33:53 GMT 2025","Fri Feb 21 18:34:03 GMT 2025","9831","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Fri Feb 21 18:32:12 GMT 2025","Fri Feb 21 18:32:13 GMT 2025","1117","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Fri Feb 21 18:31:45 GMT 2025","Fri Feb 21 18:32:06 GMT 2025","20636","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Fri Feb 21 18:32:29 GMT 2025","Fri Feb 21 18:32:34 GMT 2025","5224","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Fri Feb 21 18:34:13 GMT 2025","Fri Feb 21 18:34:54 GMT 2025","40967","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Fri Feb 21 18:32:07 GMT 2025","Fri Feb 21 18:32:10 GMT 2025","2600","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Fri Feb 21 18:32:21 GMT 2025","Fri Feb 21 18:32:28 GMT 2025","7206","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Fri Feb 21 18:32:18 GMT 2025","Fri Feb 21 18:32:21 GMT 2025","2687","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
