"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 05 10:19:39 GMT 2025","Wed Mar 05 10:19:47 GMT 2025","7265","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Wed Mar 05 10:19:32 GMT 2025","Wed Mar 05 10:19:32 GMT 2025","362","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Wed Mar 05 10:20:20 GMT 2025","Wed Mar 05 10:20:30 GMT 2025","10032","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Wed Mar 05 10:22:15 GMT 2025","Wed Mar 05 10:22:15 GMT 2025","508","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"failed","Wed Mar 05 10:19:56 GMT 2025","Wed Mar 05 10:20:05 GMT 2025","9127","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed Mar 05 10:20:51 GMT 2025","Wed Mar 05 10:20:57 GMT 2025","5325","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Wed Mar 05 10:19:30 GMT 2025","Wed Mar 05 10:19:31 GMT 2025","937","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Wed Mar 05 10:19:37 GMT 2025","Wed Mar 05 10:19:39 GMT 2025","2695","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"failed","Wed Mar 05 10:20:41 GMT 2025","Wed Mar 05 10:20:51 GMT 2025","10326","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed Mar 05 10:20:06 GMT 2025","Wed Mar 05 10:20:11 GMT 2025","5615","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Wed Mar 05 10:19:33 GMT 2025","Wed Mar 05 10:19:36 GMT 2025","3734","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"broken","Wed Mar 05 10:20:12 GMT 2025","Wed Mar 05 10:20:19 GMT 2025","7152","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Wed Mar 05 10:18:55 GMT 2025","Wed Mar 05 10:19:07 GMT 2025","11548","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Wed Mar 05 10:20:57 GMT 2025","Wed Mar 05 10:21:02 GMT 2025","4507","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"failed","Wed Mar 05 10:21:36 GMT 2025","Wed Mar 05 10:22:14 GMT 2025","37866","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"failed","Wed Mar 05 10:22:16 GMT 2025","Wed Mar 05 10:22:16 GMT 2025","78","tests.00-georchestra-base","test_georchestra_headers","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Wed Mar 05 10:19:28 GMT 2025","Wed Mar 05 10:19:30 GMT 2025","2478","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
