"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 18 03:34:19 GMT 2025","Sun May 18 03:34:34 GMT 2025","14112","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Sun May 18 03:34:37 GMT 2025","Sun May 18 03:34:39 GMT 2025","1499","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"skipped","Sun May 18 03:41:03 GMT 2025","Sun May 18 03:41:03 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
"passed","Sun May 18 03:35:10 GMT 2025","Sun May 18 03:35:17 GMT 2025","6892","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Sun May 18 03:34:34 GMT 2025","Sun May 18 03:34:37 GMT 2025","2646","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Sun May 18 03:35:32 GMT 2025","Sun May 18 03:35:46 GMT 2025","13919","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Sun May 18 03:36:43 GMT 2025","Sun May 18 03:36:48 GMT 2025","5423","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Sun May 18 03:41:06 GMT 2025","Sun May 18 03:41:06 GMT 2025","79","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Sun May 18 03:34:40 GMT 2025","Sun May 18 03:34:46 GMT 2025","5829","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Sun May 18 03:35:17 GMT 2025","Sun May 18 03:35:32 GMT 2025","14554","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"failed","Sun May 18 03:39:49 GMT 2025","Sun May 18 03:41:03 GMT 2025","73481","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"passed","Sun May 18 03:34:58 GMT 2025","Sun May 18 03:35:06 GMT 2025","7453","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Sun May 18 03:41:03 GMT 2025","Sun May 18 03:41:06 GMT 2025","3227","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Sun May 18 03:34:50 GMT 2025","Sun May 18 03:34:58 GMT 2025","7473","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Sun May 18 03:36:36 GMT 2025","Sun May 18 03:36:42 GMT 2025","6465","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"broken","Sun May 18 03:38:35 GMT 2025","Sun May 18 03:39:09 GMT 2025","33585","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Sun May 18 03:34:47 GMT 2025","Sun May 18 03:34:50 GMT 2025","3457","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"failed","Sun May 18 03:35:47 GMT 2025","Sun May 18 03:36:00 GMT 2025","13668","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"skipped","Sun May 18 03:41:03 GMT 2025","Sun May 18 03:41:03 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"passed","Sun May 18 03:34:39 GMT 2025","Sun May 18 03:34:40 GMT 2025","1310","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
