"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 14 12:22:09 GMT 2025","Wed May 14 12:22:11 GMT 2025","2389","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"passed","Wed May 14 12:15:11 GMT 2025","Wed May 14 12:15:24 GMT 2025","13033","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Wed May 14 12:16:11 GMT 2025","Wed May 14 12:16:17 GMT 2025","5358","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Wed May 14 12:14:23 GMT 2025","Wed May 14 12:14:27 GMT 2025","4195","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Wed May 14 12:14:01 GMT 2025","Wed May 14 12:14:13 GMT 2025","11352","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Wed May 14 12:14:50 GMT 2025","Wed May 14 12:14:55 GMT 2025","5768","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"passed","Wed May 14 12:14:13 GMT 2025","Wed May 14 12:14:15 GMT 2025","2059","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"broken","Wed May 14 12:20:54 GMT 2025","Wed May 14 12:22:08 GMT 2025","73766","tests.geonetwork","test_embedded","TestEmbedded","","","test_import_metadata[chromium]","This test attempts import a metatadata."
"passed","Wed May 14 12:15:03 GMT 2025","Wed May 14 12:15:11 GMT 2025","7083","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Wed May 14 12:14:18 GMT 2025","Wed May 14 12:14:22 GMT 2025","4578","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
"passed","Wed May 14 12:16:05 GMT 2025","Wed May 14 12:16:11 GMT 2025","6476","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Wed May 14 12:15:24 GMT 2025","Wed May 14 12:15:38 GMT 2025","14055","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Wed May 14 12:14:56 GMT 2025","Wed May 14 12:15:03 GMT 2025","7088","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Wed May 14 12:14:17 GMT 2025","Wed May 14 12:14:18 GMT 2025","902","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"skipped","Wed May 14 12:22:09 GMT 2025","Wed May 14 12:22:09 GMT 2025","0","tests.geonetwork","test_embedded","TestEmbedded","","","test_table_embedded[chromium]","This test attempts to render a table in an embedded web-component."
"failed","Wed May 14 12:15:52 GMT 2025","Wed May 14 12:16:04 GMT 2025","11938","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"failed","Wed May 14 12:18:03 GMT 2025","Wed May 14 12:19:41 GMT 2025","97833","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Wed May 14 12:22:11 GMT 2025","Wed May 14 12:22:11 GMT 2025","77","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"skipped","Wed May 14 12:22:09 GMT 2025","Wed May 14 12:22:09 GMT 2025","1","tests.geonetwork","test_embedded","TestEmbedded","","","test_map_embedded[chromium]","This test attempts to render a map in an embedded web-component."
"passed","Wed May 14 12:14:15 GMT 2025","Wed May 14 12:14:16 GMT 2025","1303","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
