"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 29 13:34:27 GMT 2025","Tue Apr 29 13:34:36 GMT 2025","8410","tests.console","test_console","","","","test_create_signup[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Tue Apr 29 13:33:17 GMT 2025","Tue Apr 29 13:33:39 GMT 2025","21627","tests.00-georchestra-base","test_00_check_apps_init","","","","Load GeoNetwork wro4j cache","This test attempts to load every GeoNetwork wro4j."
"passed","Tue Apr 29 13:34:41 GMT 2025","Tue Apr 29 13:34:49 GMT 2025","7919","tests.console","test_console","","","","test_validate_created_user[chromium]","This test attempts to validate the John Doe user by an admin."
"passed","Tue Apr 29 13:35:29 GMT 2025","Tue Apr 29 13:35:36 GMT 2025","7090","tests.console","test_console","","","","test_upload_organization_logo[chromium]","This test attempts add a logo to Camptocamp organization"
"passed","Tue Apr 29 13:33:39 GMT 2025","Tue Apr 29 13:33:42 GMT 2025","2969","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoNetwork webapp","This test attempts to load GeoNetwork."
"passed","Tue Apr 29 13:35:47 GMT 2025","Tue Apr 29 13:35:53 GMT 2025","5893","tests.console","test_console","","","","test_delete_user[chromium]","This test attempts delete the John Doe user by an admin."
"passed","Tue Apr 29 13:37:14 GMT 2025","Tue Apr 29 13:37:14 GMT 2025","702","tests.00-georchestra-base","test_georchestra_headers","","","","Test the data-api headers","Test if data-api response headers contains only one Access-Control-Allow-Origin header."
"broken","Tue Apr 29 13:36:37 GMT 2025","Tue Apr 29 13:37:13 GMT 2025","36124","tests.datafeeder","test_ingest_data","","","","test_import_shp_datafeeder[chromium]","This test attempts to load a SHP file through datafeeder and check links."
"passed","Tue Apr 29 13:33:44 GMT 2025","Tue Apr 29 13:33:45 GMT 2025","958","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'password recovery' interface from the Console","This test attempts to load the 'password recovery' page from the Console."
"passed","Tue Apr 29 13:33:51 GMT 2025","Tue Apr 29 13:33:55 GMT 2025","3399","tests.00-georchestra-base","test_georchestra_apps","","","","Test the GeoServer webapp","This test attempts to load the GeoServer main page."
"passed","Tue Apr 29 13:35:05 GMT 2025","Tue Apr 29 13:35:19 GMT 2025","14173","tests.console","test_console","","","","test_roles_and_delegations[chromium]","This test attempts to change Bob Dylan's roles and add a delagation."
"passed","Tue Apr 29 13:33:43 GMT 2025","Tue Apr 29 13:33:44 GMT 2025","1330","tests.00-georchestra-base","test_georchestra_apps","","","","Test the 'create account' interface from the Console","This test attempts to load the 'create account' page from the Console."
"passed","Tue Apr 29 13:34:49 GMT 2025","Tue Apr 29 13:35:04 GMT 2025","15327","tests.console","test_console","","","","test_change_mail_and_password[chromium]","This test attempts to change Bob Dylan's informations."
"passed","Tue Apr 29 13:35:20 GMT 2025","Tue Apr 29 13:35:29 GMT 2025","8918","tests.console","test_console","","","","test_create_user_by_admin[chromium]","This test attempts to create the John Doe user by an admin."
"passed","Tue Apr 29 13:34:19 GMT 2025","Tue Apr 29 13:34:26 GMT 2025","6959","tests.00-georchestra-base","test_georchestra_apps","","","","Test the MapStore webapp","This test attempts to load the MapStore landing page."
"failed","Tue Apr 29 13:37:14 GMT 2025","Tue Apr 29 13:37:14 GMT 2025","77","tests.00-georchestra-base","test_georchestra_headers","","","","Test the Geoserver headers","This test attempts to load GeoNetwork."
"passed","Tue Apr 29 13:33:45 GMT 2025","Tue Apr 29 13:33:51 GMT 2025","5443","tests.00-georchestra-base","test_georchestra_apps","","","","Test the DataFeeder webapp","This test attempts to load the 'datafeeder'/'import' wizard page, from the DataFeeder geOrchestra webapp. As it requires to be logged into geOrchestra, an initial login is performed."
